,DIAGNOSIS CODE,LONG DESCRIPTION,HIERARCHY
1824,20035,"Marginal zone lymphoma, lymph nodes of inguinal region and lower limb","['140-239', '200-209', '200', '2003', '20035']"
1825,20036,"Marginal zone lymphoma, intrapelvic lymph nodes","['140-239', '200-209', '200', '2003', '20036']"
1826,20037,"Marginal zone lymphoma, spleen","['140-239', '200-209', '200', '2003', '20037']"
1827,20038,"Marginal zone lymphoma, lymph nodes of multiple sites","['140-239', '200-209', '200', '2003', '20038']"
1828,2004,Mantle cell lymphoma,"['140-239', '200-209', '200', '2004']"
1829,20040,"Mantle cell lymphoma, unspecified site, extranodal and solid organ sites","['140-239', '200-209', '200', '2004', '20040']"
1830,20041,"Mantle cell lymphoma, lymph nodes of head, face, and neck","['140-239', '200-209', '200', '2004', '20041']"
1831,20042,"Mantle cell lymphoma, intrathoracic lymph nodes","['140-239', '200-209', '200', '2004', '20042']"
1832,20043,"Mantle cell lymphoma, intra-abdominal lymph nodes","['140-239', '200-209', '200', '2004', '20043']"
1833,20044,"Mantle cell lymphoma, lymph nodes of axilla and upper limb","['140-239', '200-209', '200', '2004', '20044']"
1834,20045,"Mantle cell lymphoma, lymph nodes of inguinal region and lower limb","['140-239', '200-209', '200', '2004', '20045']"
1835,20046,"Mantle cell lymphoma, intrapelvic lymph nodes","['140-239', '200-209', '200', '2004', '20046']"
1836,20047,"Mantle cell lymphoma, spleen","['140-239', '200-209', '200', '2004', '20047']"
1837,20048,"Mantle cell lymphoma, lymph nodes of multiple sites","['140-239', '200-209', '200', '2004', '20048']"
1838,2005,Primary central nervous system lymphoma,"['140-239', '200-209', '200', '2005']"
1839,20050,"Primary central nervous system lymphoma, unspecified site, extranodal and solid organ sites","['140-239', '200-209', '200', '2005', '20050']"
1840,20051,"Primary central nervous system lymphoma, lymph nodes of head, face, and neck","['140-239', '200-209', '200', '2005', '20051']"
1841,20052,"Primary central nervous system lymphoma, intrathoracic lymph nodes","['140-239', '200-209', '200', '2005', '20052']"
1842,20053,"Primary central nervous system lymphoma, intra-abdominal lymph nodes","['140-239', '200-209', '200', '2005', '20053']"
1843,20054,"Primary central nervous system lymphoma, lymph nodes of axilla and upper limb","['140-239', '200-209', '200', '2005', '20054']"
1844,20055,"Primary central nervous system lymphoma, lymph nodes of inguinal region and lower limb","['140-239', '200-209', '200', '2005', '20055']"
1845,20056,"Primary central nervous system lymphoma, intrapelvic lymph nodes","['140-239', '200-209', '200', '2005', '20056']"
1846,20057,"Primary central nervous system lymphoma, spleen","['140-239', '200-209', '200', '2005', '20057']"
1847,20058,"Primary central nervous system lymphoma, lymph nodes of multiple sites","['140-239', '200-209', '200', '2005', '20058']"
1848,2006,Anaplastic large cell lymphoma,"['140-239', '200-209', '200', '2006']"
1849,20060,"Anaplastic large cell lymphoma, unspecified site, extranodal and solid organ sites","['140-239', '200-209', '200', '2006', '20060']"
1850,20061,"Anaplastic large cell lymphoma, lymph nodes of head, face, and neck","['140-239', '200-209', '200', '2006', '20061']"
1851,20062,"Anaplastic large cell lymphoma, intrathoracic lymph nodes","['140-239', '200-209', '200', '2006', '20062']"
1852,20063,"Anaplastic large cell lymphoma, intra-abdominal lymph nodes","['140-239', '200-209', '200', '2006', '20063']"
1853,20064,"Anaplastic large cell lymphoma, lymph nodes of axilla and upper limb","['140-239', '200-209', '200', '2006', '20064']"
1854,20065,"Anaplastic large cell lymphoma, lymph nodes of inguinal region and lower limb","['140-239', '200-209', '200', '2006', '20065']"
1855,20066,"Anaplastic large cell lymphoma, intrapelvic lymph nodes","['140-239', '200-209', '200', '2006', '20066']"
1856,20067,"Anaplastic large cell lymphoma, spleen","['140-239', '200-209', '200', '2006', '20067']"
1857,20068,"Anaplastic large cell lymphoma, lymph nodes of multiple sites","['140-239', '200-209', '200', '2006', '20068']"
1858,2007,Large cell lymphoma,"['140-239', '200-209', '200', '2007']"
1859,20070,"Large cell lymphoma, unspecified site, extranodal and solid organ sites","['140-239', '200-209', '200', '2007', '20070']"
1860,20071,"Large cell lymphoma, lymph nodes of head, face, and neck","['140-239', '200-209', '200', '2007', '20071']"
1861,20072,"Large cell lymphoma, intrathoracic lymph nodes","['140-239', '200-209', '200', '2007', '20072']"
1862,20073,"Large cell lymphoma, intra-abdominal lymph nodes","['140-239', '200-209', '200', '2007', '20073']"
1863,20074,"Large cell lymphoma, lymph nodes of axilla and upper limb","['140-239', '200-209', '200', '2007', '20074']"
1864,20075,"Large cell lymphoma, lymph nodes of inguinal region and lower limb","['140-239', '200-209', '200', '2007', '20075']"
1865,20076,"Large cell lymphoma, intrapelvic lymph nodes","['140-239', '200-209', '200', '2007', '20076']"
1866,20077,"Large cell lymphoma, spleen","['140-239', '200-209', '200', '2007', '20077']"
1867,20078,"Large cell lymphoma, lymph nodes of multiple sites","['140-239', '200-209', '200', '2007', '20078']"
1868,2008,Other named variants of lymphosarcoma and reticulosarcoma,"['140-239', '200-209', '200', '2008']"
1869,20080,"Other named variants of lymphosarcoma and reticulosarcoma, unspecified site, extranodal and solid organ sites","['140-239', '200-209', '200', '2008', '20080']"
1870,20081,"Other named variants of lymphosarcoma and reticulosarcoma, lymph nodes of head, face, and neck","['140-239', '200-209', '200', '2008', '20081']"
1871,20082,"Other named variants of lymphosarcoma and reticulosarcoma,intrathoracic lymph nodes","['140-239', '200-209', '200', '2008', '20082']"
1872,20083,"Other named variants of lymphosarcoma and reticulosarcoma, intra-abdominal lymph nodes","['140-239', '200-209', '200', '2008', '20083']"
1873,20084,"Other named variants of lymphosarcoma and reticulosarcoma, lymph nodes of axilla and upper limb","['140-239', '200-209', '200', '2008', '20084']"
1874,20085,"Other named variants of lymphosarcoma and reticulosarcoma, lymph nodes of inguinal region and lower limb","['140-239', '200-209', '200', '2008', '20085']"
1875,20086,"Other named variants of lymphosarcoma and reticulosarcoma, intrapelvic lymph nodes","['140-239', '200-209', '200', '2008', '20086']"
1876,20087,"Other named variants of lymphosarcoma and reticulosarcoma, spleen","['140-239', '200-209', '200', '2008', '20087']"
1877,20088,"Other named variants of lymphosarcoma and reticulosarcoma, lymph nodes of multiple sites","['140-239', '200-209', '200', '2008', '20088']"
1878,2010,Hodgkin's paragranuloma,"['140-239', '200-209', '201', '2010']"
1879,20100,"Hodgkin's paragranuloma, unspecified site, extranodal and solid organ sites","['140-239', '200-209', '201', '2010', '20100']"
1880,20101,"Hodgkin's paragranuloma, lymph nodes of head, face, and neck","['140-239', '200-209', '201', '2010', '20101']"
1881,20102,"Hodgkin's paragranuloma, intrathoracic lymph nodes","['140-239', '200-209', '201', '2010', '20102']"
1882,20103,"Hodgkin's paragranuloma, intra-abdominal lymph nodes","['140-239', '200-209', '201', '2010', '20103']"
1883,20104,"Hodgkin's paragranuloma, lymph nodes of axilla and upper limb","['140-239', '200-209', '201', '2010', '20104']"
1884,20105,"Hodgkin's paragranuloma, lymph nodes of inguinal region and lower limb","['140-239', '200-209', '201', '2010', '20105']"
1885,20106,"Hodgkin's paragranuloma, intrapelvic lymph nodes","['140-239', '200-209', '201', '2010', '20106']"
1886,20107,"Hodgkin's paragranuloma, spleen","['140-239', '200-209', '201', '2010', '20107']"
1887,20108,"Hodgkin's paragranuloma, lymph nodes of multiple sites","['140-239', '200-209', '201', '2010', '20108']"
1888,2011,Hodgkin's granuloma,"['140-239', '200-209', '201', '2011']"
1889,20110,"Hodgkin's granuloma, unspecified site, extranodal and solid organ sites","['140-239', '200-209', '201', '2011', '20110']"
1890,20111,"Hodgkin's granuloma, lymph nodes of head, face, and neck","['140-239', '200-209', '201', '2011', '20111']"
1891,20112,"Hodgkin's granuloma, intrathoracic lymph nodes","['140-239', '200-209', '201', '2011', '20112']"
1892,20113,"Hodgkin's granuloma, intra-abdominal lymph nodes","['140-239', '200-209', '201', '2011', '20113']"
1893,20114,"Hodgkin's granuloma, lymph nodes of axilla and upper limb","['140-239', '200-209', '201', '2011', '20114']"
1894,20115,"Hodgkin's granuloma, lymph nodes of inguinal region and lower limb","['140-239', '200-209', '201', '2011', '20115']"
1895,20116,"Hodgkin's granuloma, intrapelvic lymph nodes","['140-239', '200-209', '201', '2011', '20116']"
1896,20117,"Hodgkin's granuloma, spleen","['140-239', '200-209', '201', '2011', '20117']"
1897,20118,"Hodgkin's granuloma, lymph nodes of multiple sites","['140-239', '200-209', '201', '2011', '20118']"
1898,2012,Hodgkin's sarcoma,"['140-239', '200-209', '201', '2012']"
1899,20120,"Hodgkin's sarcoma, unspecified site, extranodal and solid organ sites","['140-239', '200-209', '201', '2012', '20120']"
1900,20121,"Hodgkin's sarcoma, lymph nodes of head, face, and neck","['140-239', '200-209', '201', '2012', '20121']"
1901,20122,"Hodgkin's sarcoma, intrathoracic lymph nodes","['140-239', '200-209', '201', '2012', '20122']"
1902,20123,"Hodgkin's sarcoma, intra-abdominal lymph nodes","['140-239', '200-209', '201', '2012', '20123']"
1903,20124,"Hodgkin's sarcoma, lymph nodes of axilla and upper limb","['140-239', '200-209', '201', '2012', '20124']"
1904,20125,"Hodgkin's sarcoma, lymph nodes of inguinal region and lower limb","['140-239', '200-209', '201', '2012', '20125']"
1905,20126,"Hodgkin's sarcoma, intrapelvic lymph nodes","['140-239', '200-209', '201', '2012', '20126']"
1906,20127,"Hodgkin's sarcoma, spleen","['140-239', '200-209', '201', '2012', '20127']"
1907,20128,"Hodgkin's sarcoma, lymph nodes of multiple sites","['140-239', '200-209', '201', '2012', '20128']"
1908,2014,Hodgkin's disease lymphocytic-histiocytic predominance,"['140-239', '200-209', '201', '2014']"
1909,20140,"Hodgkin's disease, lymphocytic-histiocytic predominance, unspecified site, extranodal and solid organ sites","['140-239', '200-209', '201', '2014', '20140']"
1910,20141,"Hodgkin's disease, lymphocytic-histiocytic predominance, lymph nodes of head, face, and neck","['140-239', '200-209', '201', '2014', '20141']"
1911,20142,"Hodgkin's disease, lymphocytic-histiocytic predominance, intrathoracic lymph nodes","['140-239', '200-209', '201', '2014', '20142']"
1912,20143,"Hodgkin's disease, lymphocytic-histiocytic predominance, intra-abdominal lymph nodes","['140-239', '200-209', '201', '2014', '20143']"
1913,20144,"Hodgkin's disease, lymphocytic-histiocytic predominance, lymph nodes of axilla and upper limb","['140-239', '200-209', '201', '2014', '20144']"
1914,20145,"Hodgkin's disease, lymphocytic-histiocytic predominance, lymph nodes of inguinal region and lower limb","['140-239', '200-209', '201', '2014', '20145']"
1915,20146,"Hodgkin's disease, lymphocytic-histiocytic predominance, intrapelvic lymph nodes","['140-239', '200-209', '201', '2014', '20146']"
1916,20147,"Hodgkin's disease, lymphocytic-histiocytic predominance, spleen","['140-239', '200-209', '201', '2014', '20147']"
1917,20148,"Hodgkin's disease, lymphocytic-histiocytic predominance, lymph nodes of multiple sites","['140-239', '200-209', '201', '2014', '20148']"
1918,2015,Hodgkin's disease nodular sclerosis,"['140-239', '200-209', '201', '2015']"
1919,20150,"Hodgkin's disease, nodular sclerosis, unspecified site, extranodal and solid organ sites","['140-239', '200-209', '201', '2015', '20150']"
1920,20151,"Hodgkin's disease, nodular sclerosis, lymph nodes of head, face, and neck","['140-239', '200-209', '201', '2015', '20151']"
1921,20152,"Hodgkin's disease, nodular sclerosis, intrathoracic lymph nodes","['140-239', '200-209', '201', '2015', '20152']"
1922,20153,"Hodgkin's disease, nodular sclerosis, intra-abdominal lymph nodes","['140-239', '200-209', '201', '2015', '20153']"
1923,20154,"Hodgkin's disease, nodular sclerosis, lymph nodes of axilla and upper limb","['140-239', '200-209', '201', '2015', '20154']"
1924,20155,"Hodgkin's disease, nodular sclerosis, lymph nodes of inguinal region and lower limb","['140-239', '200-209', '201', '2015', '20155']"
1925,20156,"Hodgkin's disease, nodular sclerosis, intrapelvic lymph nodes","['140-239', '200-209', '201', '2015', '20156']"
1926,20157,"Hodgkin's disease, nodular sclerosis, spleen","['140-239', '200-209', '201', '2015', '20157']"
1927,20158,"Hodgkin's disease, nodular sclerosis, lymph nodes of multiple sites","['140-239', '200-209', '201', '2015', '20158']"
1928,2016,Hodgkin's disease mixed cellularity,"['140-239', '200-209', '201', '2016']"
1929,20160,"Hodgkin's disease, mixed cellularity, unspecified site, extranodal and solid organ sites","['140-239', '200-209', '201', '2016', '20160']"
1930,20161,"Hodgkin's disease, mixed cellularity, lymph nodes of head, face, and neck","['140-239', '200-209', '201', '2016', '20161']"
1931,20162,"Hodgkin's disease, mixed cellularity, intrathoracic lymph nodes","['140-239', '200-209', '201', '2016', '20162']"
1932,20163,"Hodgkin's disease, mixed cellularity, intra-abdominal lymph nodes","['140-239', '200-209', '201', '2016', '20163']"
1933,20164,"Hodgkin's disease, mixed cellularity, lymph nodes of axilla and upper limb","['140-239', '200-209', '201', '2016', '20164']"
1934,20165,"Hodgkin's disease, mixed cellularity, lymph nodes of inguinal region and lower limb","['140-239', '200-209', '201', '2016', '20165']"
1935,20166,"Hodgkin's disease, mixed cellularity, intrapelvic lymph nodes","['140-239', '200-209', '201', '2016', '20166']"
1936,20167,"Hodgkin's disease, mixed cellularity, spleen","['140-239', '200-209', '201', '2016', '20167']"
1937,20168,"Hodgkin's disease, mixed cellularity, lymph nodes of multiple sites","['140-239', '200-209', '201', '2016', '20168']"
1938,2017,Hodgkin's disease lymphocytic depletion,"['140-239', '200-209', '201', '2017']"
1939,20170,"Hodgkin's disease, lymphocytic depletion, unspecified site, extranodal and solid organ sites","['140-239', '200-209', '201', '2017', '20170']"
1940,20171,"Hodgkin's disease, lymphocytic depletion, lymph nodes of head, face, and neck","['140-239', '200-209', '201', '2017', '20171']"
1941,20172,"Hodgkin's disease, lymphocytic depletion, intrathoracic lymph nodes","['140-239', '200-209', '201', '2017', '20172']"
1942,20173,"Hodgkin's disease, lymphocytic depletion, intra-abdominal lymph nodes","['140-239', '200-209', '201', '2017', '20173']"
1943,20174,"Hodgkin's disease, lymphocytic depletion, lymph nodes of axilla and upper limb","['140-239', '200-209', '201', '2017', '20174']"
1944,20175,"Hodgkin's disease, lymphocytic depletion, lymph nodes of inguinal region and lower limb","['140-239', '200-209', '201', '2017', '20175']"
1945,20176,"Hodgkin's disease, lymphocytic depletion, intrapelvic lymph nodes","['140-239', '200-209', '201', '2017', '20176']"
